
1024 , 12.473633 , 11.592773 , 11.799805 , 12.788086 , 13.40625 , 12.251953 , 12.394531 , 12.541016 , 12.470703 , 11.506836
2048 , 12.821289 , 12.952148 , 12.791504 , 14.888184 , 13.920898 , 13.032227 , 13.055664 , 12.483887 , 13.257324 , 13.428711
4096 , 14.079102 , 14.390381 , 15.60376 , 15.126465 , 14.171631 , 14.024902 , 14.54541 , 14.844971 , 14.548096 , 15.29248
8192 , 15.885498 , 16.77893 , 15.452026 , 15.857056 , 17.295532 , 15.742065 , 15.670654 , 16.28955 , 15.854126 , 17.228638
16384 , 16.575989 , 17.76471 , 16.614258 , 17.501343 , 17.274353 , 16.73175 , 16.78717 , 16.983582 , 17.477234 , 17.013123
32768 , 18.5932 , 18.674042 , 18.470795 , 19.067108 , 17.985992 , 19.750732 , 18.563324 , 19.36084 , 18.947449 , 19.353516
65536 , 21.631058 , 19.726608 , 19.345886 , 20.631256 , 19.781296 , 19.787292 , 20.604172 , 19.29631 , 19.564941 , 19.536362
